code,name,listing_date,prospectus_date,offer_start_date,offer_end_date,pricing_date,allotment_date,board,offering_type,is_latest,offer_price_low,offer_price_high,issue_price,board_lot,market_cap_hkdm,offer_shares,public_offer_shares,placing_shares,gross_proceeds_hkd,net_proceeds_hkd,proceeds_currency,use_of_proceeds,public_subscription_multiple,international_subscription_multiple,valuation_metric,source_table,public_subscription_multiple_ballot,one_lot_success_rate_pct,industry_level_1,industry_level_2,total_applicants,name_cs,cornerstone_count,cornerstone_amount_hkd,cornerstone_top_names,cornerstone_quality_score,lockup_end_date,record_date,margin_amount_hkd,margin_multiple,margin_over_text,underwriter_count,top_underwriters,bookrunner_count,top_bookrunners,lifecycle_stage,pre_listing_score,decision_tier,model_recommendation,risk_tags
2889.HK,博泰车联,2025-09-30,2025-10-31,2025-09-22,2025-09-25,2025-09-22,2025-09-29,主板,"发售以供认购,发售以供配售",是,102.23,102.23,102.23,20,2065.23,10436900,1043700,9393200,1066964287.0,919120000.0,HKD,"约30%所得款项净额预计将用于扩大产品组合和解决方案以及增强技术,进一步加强涵盖软件、硬件和云端车联网的全方位自主能力;约30%所得款项净额预计将分配用于提高公司的生产、测试及验证能力;约20%所得款项净额预计将用于扩大公司的销售和服务网络,以提高公司的品牌知名度;约10%所得款项净额预计将用于旨在进一步整合行业资源的战略性投资;约10%所得款项净额将分配用于营运资金及一般企业用途。",529.79,3.72,43.561977215457,首发信息一览,529.79,0.26,非必需性消费,信息技术,108368,博泰车联,3.0,464790739.6,Horizon Together Holding Ltd.；Huangshan SP；Smart Ventures Limited,50.0,2027-03-31,2025-09-25,40607120000,440.315,超购于379.5819倍,,,1.0,农银国际融资有限公司,已上市/半新股,55.4,C 等待触发,等待补充字段或价格触发；更适合二级深V/回踩确认后再行动。,一手中签率低
2583.HK,西普尼,2025-09-30,2025-09-29,2025-09-19,2025-09-25,2025-09-26,2025-09-29,主板,"发售以供认购,发售以供配售",是,27.0,29.6,29.6,100,2989.85,10600000,1060000,9540000,313760000.0,268570000.0,HKD,"约40.28%将用于进一步提升公司的产能,以巩固公司在足金贵金属手表及镶足金的镶贵金属手表市场的地位,并把握智能手表及饰品市场的增长机遇；约17.11%将用于透过于新莆田生产基地建立莆田研发中心加强研发能力以推动业务持续增长；约33.24%将用于扩大及优化公司的销售网络、加强公司的品牌建设及提升公司的品牌影响力及知名度；约9.37%将用作营运资金或一般企业用途。",2505.9,3.9,,首发信息一览,2505.9,1.0,非必需性消费,非日常生活消费品,160901,,,,,,,2025-09-25,67119670000,2565.845,超购于2138.2041倍,,,1.0,农银国际融资有限公司,已上市/半新股,72.2,B 重点观察,保持交易观察；关注定价、配发结果、暗盘与首日承接，不建议无条件追高。,公开超购极热；孖展拥挤；一手中签率低
9973.HK,奇瑞汽车,2025-09-25,2025-10-22,2025-09-17,2025-09-22,2025-09-23,2025-09-24,主板,"发售以供认购,发售以供配售",是,27.75,30.75,30.75,100,3106.0,297397000,29739700,267657300,10417266675.0,10128600000.0,HKD,"所得款项净额约35.0%将于未来一至三年用于研发不同车型和版本的乘用车,以进一步扩大公司的产品组合；所得款项净额约25.0%将用于未来一至三年下一代汽车及先进技术的研发以提高公司的核心技术能力；所得款项净额约20.0%将用于未来一至四年拓展海外市场及执行公司的全球化策略；所得款项净额约10.0%将用于未来一至四年提升公司位于安徽芜湖的生产设施；所得款项净额约10.0%将用于营运资金及一般企业用途。",308.18,11.61,43.893268912596,首发信息一览,308.18,0.67,非必需性消费,非日常生活消费品,207928,奇瑞汽车,13.0,4572478875.0,"JSC International Investment Fund SPC (代表ShanRui SP)；HHLR Advisors, Ltd.；上海景林资产管理有限公司及CICC Financial Trading Limited；黄山建投(香港)国际投资有限公司；晶汇瑞盈(香港)有限公司",55.0,2026-03-25,2025-09-22,217692990000,274.9745,超购于237.0470倍,1.0,富途证券国际(香港)有限公司,1.0,农银国际融资有限公司,已上市/半新股,60.4,C 等待触发,等待补充字段或价格触发；更适合二级深V/回踩确认后再行动。,一手中签率低；基石阵容较多
6090.HK,不同集团,2025-09-23,2025-09-22,2025-09-15,2025-09-18,2025-09-19,2025-09-22,主板,"发售以供认购,发售以供配售",是,62.01,71.2,71.2,100,7191.8,10980900,1098100,9882800,781840080.0,718260000.0,HKD,"所得款项净额的约25.7%将用于提升公司的生产能力；所得款项净额的约16.6%将用于扩大公司于北美、欧洲及东南亚等海外市场的影响力；所得款项净额的约34.1%将用于公司的品牌活动及公司销售网络的扩大；所得款项净额的约13.6%将用于研发新品,目标是扩大公司产品组合的广度及深度；所得款项净额的约10%将用作营运资金和一般企业用途。",3317.47,7.37,14.960284461242,首发信息一览,3317.47,1.0,非必需性消费,非日常生活消费品,154400,不同集团,3.0,116965500.0,Cithara Global Multi-Strategy SPC – Bosideng Industry Investment Fund SP；Great Praise Investment SPC–Selected AI Fund SP；上海通怡投资管理有限公司及华泰资本投资有限公司,50.0,2026-03-23,2025-09-18,213768410000,3279.7747,超购于2733.1456倍,1.0,富途证券国际(香港)有限公司,,,已上市/半新股,75.7,A 高优先,一级重点研究；若估值与配售结构合理，可争取额度/锚定，并准备二级回踩买点。,公开超购极热；孖展拥挤；一手中签率低
2595.HK,劲方医药-B,2025-09-19,2025-10-16,2025-09-11,2025-09-16,2025-09-11,2025-09-18,主板,"发售以供认购,发售以供配售",是,20.39,20.39,20.39,200,4119.13,77600000,7760000,69840000,2092544140.0,1930555016.0,HKD,所得款项净额的约71.0%将用作公司的核心产品GFH925及GFH375的进一步开发资金；所得款项净额的约19.0%将用作为公司的其他候选产品(如GFH312、GFS202A、GFH276、GFS784及其他临床前候选药物)的开发提供资金；所得款项净额的约10%将用作公司的营运资金及其他一般企业用途。,2662.79,39.05,37.257517540634,首发信息一览,2662.79,0.08,医疗保健业,医疗保健,257876,劲方医药-B,19.0,779630000.006,"TruMed Health Innovation Fund LP；中信证券国际资本管理有限公司；UBS Asset Management (Singapore) Ltd；Vivo Opportunity Fund Holdings, L.P.；汇添富资产管理(香港)有限公司",60.0,2026-03-19,2025-09-16,359038690000,2721.7743,超购于2268.1452倍,,,1.0,农银国际融资有限公司,已上市/半新股,91.2,A 高优先,一级重点研究；若估值与配售结构合理，可争取额度/锚定，并准备二级回踩买点。,公开超购极热；孖展拥挤；一手中签率低；基石阵容较多
2656.HK,健康160,2025-09-17,2025-09-16,2025-09-09,2025-09-12,2025-09-15,2025-09-16,主板,"发售以供认购,发售以供配售",是,11.89,14.86,11.89,250,3752.47,33645500,3364750,30280750,400044995.0,316100000.0,HKD,约40.0%将用于进一步扩大医疗资源覆盖面。约30.0%将用于加强公司的研发能力。约10.0%将用于丰富产品及服务种类并探索增值服务。约10.0%将用于有选择地进行战略合作及收购。约10.0%将用作营运资金及一般企业用途。,751.77,1.92,,首发信息一览,751.77,8.0,医疗保健业,医疗保健,69550,,,,,,,2025-09-12,25242230000,594.5344,超购于503.8427倍,,,1.0,农银国际融资有限公司,已上市/半新股,57.2,C 等待触发,等待补充字段或价格触发；更适合二级深V/回踩确认后再行动。,孖展拥挤
2525.HK,禾赛-W,2025-09-16,2025-09-16,2025-09-08,2025-09-11,2025-09-12,2025-09-15,主板,"发售以供认购,发售以供配售",是,,228.0,212.8,20,4605.99,17000000,1700000,15300000,4784276000.0,4611150000.0,HKD,"所得款项净额约50%预计将分配用作研发投资。所得款项净额约35%预计将分配用作投资公司的生产能力,以确保持续交付高性能、高可靠性的产品,满足客户不断变化的需求。所得款项净额约5%预计将分配用作业务发展,以加速公司的业务扩张。所得款项净额约10%预计将分配用作营运资金及一般企业用途,以支持公司的业务运营及增长。",168.65,14.09,24.114411480441,首发信息一览,168.65,30.0,资讯科技业,信息技术,93392,禾赛-W,6.0,1153700001.0,"HHLR Advisors, Ltd.；WT Asset Management；泰康人寿保险有限责任公司；宏达集团(香港)有限公司；Commando Global Fund",55.0,2026-03-16,2025-09-11,46835400000,139.0078,超购于119.8343倍,1.0,富途证券国际(香港)有限公司,1.0,农银国际融资有限公司,已上市/半新股,60.2,C 等待触发,等待补充字段或价格触发；更适合二级深V/回踩确认后再行动。,基石阵容较多
2543.HK,大行科工,2025-09-09,2025-10-05,2025-09-01,2025-09-04,2025-09-01,2025-09-08,主板,"发售以供认购,发售以供配售",是,49.5,49.5,49.5,100,4999.92,7920000,792000,7128000,447529500.0,395000000.0,HKD,"预期约30.0%将用于生产系统现代化及扩大运营规模,以提升公司的制造能力;预期约30.0%将用于强化经销网络及策略性品牌发展,以巩固公司的市场地位及加快全球扩张;预期约30.0%将用于加强研发能力,以提升公司的技术;预期约10.0%将用作公司的营运资金及其他一般企业用途。",7558.4,21.65,22.276207193045,首发信息一览,7558.4,0.02,非必需性消费,非日常生活消费品,223909,大行科工,4.0,99692598.67,安联环球投资亚太有限公司；Harvest International Premium Value (Secondary Market) Fund SPC；维科(香港)有限公司；Mega Prime Development Limited,50.0,2026-03-09,2025-09-04,253303680000,7752.2031,超购于6460.1692倍,1.0,富途证券国际(香港)有限公司,1.0,农银国际融资有限公司,已上市/半新股,82.5,A 高优先,一级重点研究；若估值与配售结构合理，可争取额度/锚定，并准备二级回踩买点。,公开超购极热；孖展拥挤；一手中签率低
2580.HK,奥克斯电气,2025-09-02,2025-09-28,2025-08-25,2025-08-28,2025-08-29,2025-09-01,主板,"发售以供认购,发售以供配售",是,16.0,17.42,17.42,200,3519.14,207161200,10358200,196803000,4150057184.0,3993500000.0,HKD,约20%的所得款项净额预期将用于公司的全球研发。约50%的所得款项净额预期将用于升级公司的智能制造体系及供应链管理。约20%的所得款项净额预期将用于加强公司的销售及经销渠道。约10%的所得款项净额预期将用于营运资金及一般公司用途。,557.2,8.3,23.473189520272,首发信息一览,557.2,10.0,非必需性消费,非日常生活消费品,153533,奥克斯电气,5.0,974150788.0,中邮人寿保险股份有限公司；华菱集团(香港)国际贸易有限公司；西藏源乐晟及CICC Financial Trading Limited；中邮理财有限责任公司；深圳永信及国泰君安证券投资(香港)有限公司,55.0,2026-03-02,2025-08-28,82303610000,527.9481,超购于455.1276倍,1.0,富途证券国际(香港)有限公司,1.0,农银国际融资有限公司,已上市/半新股,63.0,B 重点观察,保持交易观察；关注定价、配发结果、暗盘与首日承接，不建议无条件追高。,孖展拥挤；基石阵容较多
3858.HK,佳鑫国际资源,2025-08-28,2025-08-28,2025-08-20,2025-08-25,2025-08-20,2025-08-27,主板,"发售以供认购,发售以供配售",是,10.92,10.92,10.92,400,4412.06,109808800,10981200,98827600,1378977600.0,1261300000.0,HKD,约55.0%将用作拨付巴库塔钨矿项目开发的资本成本;约10.0%将用作发展公司的仲钨酸铵(APT)生产能力;约25.0%将用作偿还公司部分以欧元计值的银行贷款的本金总额及应计利息;约10.0%将分配作营运资金及其他一般公司用途。,2041.62,21.11,43.479096397215,首发信息一览,2041.62,1.0,原材料业,原材料,164446,佳鑫国际资源,7.0,599567000.0,中国信达(香港)资产管理有限公司；新加坡鲁银贸易有限公司；广发基金管理有限公司；广发国际资产管理有限公司；Zhengxin Group Investment Limited,60.0,2026-02-28,2025-08-25,193776340000,1937.9417,超购于1614.9514倍,,,1.0,农银国际融资有限公司,已上市/半新股,87.0,A 高优先,一级重点研究；若估值与配售结构合理，可争取额度/锚定，并准备二级回踩买点。,公开超购极热；孖展拥挤；一手中签率低；基石阵容较多
6960.HK,双登股份,2025-08-26,2025-09-21,2025-08-18,2025-08-21,2025-08-18,2025-08-25,主板,"发售以供认购,发售以供配售",是,14.51,14.51,14.51,500,7328.17,58557000,5856000,52701000,977110655.0,877840000.0,HKD,"所得款项净额约40.0%将用作于东南亚兴建一个锂离子电池生产设施,所得款项净额约35.0%,拟用于资助于泰州建立一个研发中心,所得款项净额约15.0%拟用作加强公司的海外销售及营销,所得款项净额约10.0%拟用作拨付营运资金及其他一般企业用途。",3876.25,18.75,24.433290516108,首发信息一览,3876.25,0.06,工业,信息技术,217990,双登股份,1.0,238740285.0,三水创业投资有限公司,50.0,2026-08-26,2025-08-21,255224630000,3603.2196,超购于3002.6830倍,,,1.0,农银国际融资有限公司,已上市/半新股,78.8,A 高优先,一级重点研究；若估值与配售结构合理，可争取额度/锚定，并准备二级回踩买点。,公开超购极热；孖展拥挤；一手中签率低
2631.HK,天岳先进,2025-08-20,2025-09-14,2025-08-11,2025-08-15,2025-08-17,2025-08-19,主板,"发售以供认购,发售以供配售",是,,42.8,42.8,100,4323.17,47745700,2387300,45358400,2350041000.0,2237700000.0,HKD,"约70%预计将用于扩张公司8英寸及更大尺寸碳化硅衬底的产能。约20%将用于加强研发能力,保持公司在创新方面的领先地位。约10%预计将用于营运资金及其他一般企业用途,以支持公司的日常运营及未来业务发展。",2809.19,9.04,31.499033421119,首发信息一览,2809.19,30.0,资讯科技业,信息技术,215519,天岳先进,5.0,740240200.0,国能环保投资集团有限公司；未来资产证券(香港)有限公司；山金资产管理(香港)有限公司；和而泰智能控制国际有限公司；兰坤,50.0,2026-02-20,2025-08-15,249253090000,2926.1255,超购于2438.4379倍,1.0,富途证券国际(香港)有限公司,1.0,农银国际融资有限公司,已上市/半新股,81.2,A 高优先,一级重点研究；若估值与配售结构合理，可争取额度/锚定，并准备二级回踩买点。,公开超购极热；孖展拥挤；基石阵容较多
2591.HK,银诺医药-B,2025-08-15,2025-08-14,2025-08-07,2025-08-12,2025-08-07,2025-08-14,主板,"发售以供认购,发售以供配售",是,18.68,18.68,18.68,200,3773.68,36556400,3655800,32900600,682873552.0,634700000.0,HKD,约90.0%将用于正在进行及计划中的临床试验以及核心产品依苏帕格鲁肽α的计划商业化上市，约10.0%将用于营运资金及一般公司用途。,5341.66,10.67,11.466251661186,首发信息一览,5341.66,0.5,医疗保健业,医疗保健,256072,银诺医药-B,5.0,78300000.0,骏升环球有限公司；Ginkgo Capital Global Fund SPC-XtalPi AI Fund SP；迈富时管理有限公司；邓海峰；黎慧凤,50.0,2026-05-15,2025-08-12,302659740000,5317.1461,超购于4430.9551倍,1.0,富途证券国际(香港)有限公司,1.0,农银国际融资有限公司,已上市/半新股,78.9,A 高优先,一级重点研究；若估值与配售结构合理，可争取额度/锚定，并准备二级回踩买点。,公开超购极热；孖展拥挤；一手中签率低；基石阵容较多
2627.HK,中慧生物-B,2025-08-11,2025-08-08,2025-07-31,2025-08-06,2025-08-07,2025-08-08,主板,"发售以供认购,发售以供配售",是,12.9,15.5,12.9,200,3131.26,33442600,3344400,30098200,431409540.0,382700000.0,HKD,约63.6%将分配至公司的核心产品的开发及国内外注册;约18.1%将用于公司的其他在研疫苗的开发和注册;约8.4%将分配至提升公司的生产及商业化能力;约4.9%将分配至公司的技术平台(包括公司的基因工程及蛋白质表达与纯化平台、mRNA疫苗研究平台及佐剂开发与生产平台、大规模扩增平台、多糖结合技术平台及微生物与免疫学研究平台)的开发、升级及运营;约5.0%将分配至营运资金及其他一般公司用途。,4007.64,0.99,23.651400940276,首发信息一览,4007.64,1.0,医疗保健业,医疗保健,191879,中慧生物-B,1.0,102034400.0,嘉兴鑫扬及华泰资本投资,50.0,2026-02-11,2025-08-06,176167360000,4076.8897,超购于3397.4081倍,,,,,已上市/半新股,71.3,B 重点观察,保持交易观察；关注定价、配发结果、暗盘与首日承接，不建议无条件追高。,公开超购极热；孖展拥挤；一手中签率低
6887.HK,东阳光药,2025-08-07,2025-08-06,,,,,主板,介绍,是,,,,,,,,,,,,,,,,首发信息一览,,,,,,,,,,,,,,,,,,,,已上市/半新股,45.0,D 回避/仅跟踪,暂不主动参与；仅在明显低估或上市后资金重新进场时复盘。,等待更多结构数据
9887.HK,维立志博-B,2025-07-25,2025-08-07,2025-07-17,2025-07-22,2025-07-23,2025-07-24,主板,"发售以供认购,发售以供配售",是,31.6,35.0,35.0,100,3535.3,32054400,3205500,28848900,1483713000.0,1363100000.0,HKD,"约65.0%将用于公司临床阶段候选药物正在进行及计划进行的临床开发及监管事务;约15.0%将用于推进公司的临床前资产、扩展公司的现有管线及优化公司的技术平台;约10.0%将主要用于提升公司的生产能力,其次用于候选药物获批销售后的商业化;及约10.0%将用于营运资金及一般企业用途。",3494.78,40.78,36.504788998951,首发信息一览,3494.78,0.27,医疗保健业,医疗保健,323706,维立志博-B,17.0,541626300.0,"TruMed Health Innovation Fund LP；上海高毅及华泰资本投资有限公司；Huang River Investment Limited；OrbiMed Genesis Master Fund, L.P.；易方达基金管理有限公司",55.0,2026-01-25,2025-07-22,339838990000,3633.6845,超购于3028.0704倍,1.0,富途证券国际(香港)有限公司,,,已上市/半新股,89.7,A 高优先,一级重点研究；若估值与配售结构合理，可争取额度/锚定，并准备二级回踩买点。,公开超购极热；孖展拥挤；一手中签率低；基石阵容较多
2590.HK,极智嘉-W,2025-07-09,2025-08-04,2025-06-30,2025-07-04,2025-06-30,2025-07-08,主板,"发售以供认购,发售以供配售",是,16.8,16.8,16.8,200,3393.89,140353000,14035400,126317600,2991670080.0,2813830000.0,HKD,约40%的所得款项净额将于未来六年分配用于投资研发及产品迭代计划。约20%的所得款项净额将于未来六年分配用于扩大国际品牌影响力及加强市场参与。约15%的所得款项净额将于未来六年分配用于支持公司不断扩大的供应链发展。约15%的所得款项净额用于开发先进的数字化管理平台和升级网络安全IT基础设施。约10%的所得款项净额将分配作一般公司用途。,133.62,30.17,23.95744252655,首发信息一览,133.62,4.26,资讯科技业,工业,94292,极智嘉-W,4.0,716727640.0,雄安智能机器人有限公司；Arc Avenue Asset Management Pte. Ltd.；Eastspring Investments (Singapore) Limited；香港亿格有限公司,50.0,2026-01-09,2025-07-04,26606310000,129.7306,超购于111.8367倍,,,,,已上市/半新股,60.1,C 等待触发,等待补充字段或价格触发；更适合二级深V/回踩确认后再行动。,一手中签率低
2597.HK,讯众通信,2025-07-09,2025-08-04,2025-06-30,2025-07-04,2025-07-07,2025-07-08,主板,"发售以供认购,发售以供配售",是,13.55,15.15,13.55,500,7651.39,30440000,3044000,27396000,412500000.0,367500000.0,HKD,约45.4%将用于公司服务及解决方案的持续改进和开发。约15.6%将用于扩展销售渠道。约16.2%将用于在中国的收购活动。约12.8%预期将用于偿还公司未偿还的贷款。约10.0%预期将用作营运资金及其他一般企业用途。,12.79,1.01,31.391654545455,首发信息一览,12.79,20.01,电讯业,信息技术,9119,讯众通信,1.0,129490575.0,通州国际发展有限公司,50.0,2026-01-09,2025-07-04,476680000,13.5377,超购于9.3364倍,,,,,已上市/半新股,46.4,D 回避/仅跟踪,暂不主动参与；仅在明显低估或上市后资金重新进场时复盘。,等待更多结构数据
2651.HK,大众口腔,2025-07-09,2025-08-04,2025-06-30,2025-07-04,2025-07-07,2025-07-08,主板,"发售以供认购,发售以供配售",是,20.0,21.4,20.0,100,2161.58,10861800,1086200,9775600,217240000.0,178170000.0,HKD,约35.0%将用作于武汉及其他华中地区城市建立新口腔医疗机构;约25.0%将用作收购口腔医疗机构;约10.0%将用作升级及翻新公司部分现有的口腔医疗机构;约10.0%将用作优化公司的信息技术基础设施及信息技术系统;约10.0%将用作发展公司的医疗专业团队以进一步支持口腔医疗服务网络的持续增长;约10.0%将用作营运资金及一般企业用途。,108.25,0.96,,首发信息一览,108.25,10.0,医疗保健业,医疗保健,35263,,,,,,,2025-07-04,2010520000,111.1419,超购于85.4937倍,,,,,已上市/半新股,46.0,D 回避/仅跟踪,暂不主动参与；仅在明显低估或上市后资金重新进场时复盘。,等待更多结构数据
6613.HK,蓝思科技,2025-07-09,2025-08-03,2025-06-30,2025-07-04,2025-07-07,2025-07-08,主板,"发售以供认购,发售以供配售",是,17.38,18.18,18.18,200,3672.68,262256800,28848400,233408400,5483000736.0,5404490000.0,HKD,"约48%,将用于丰富与扩展公司的产品及服务组合,并探索公司产品的其他应用场景。约28%,将用于扩大公司的海外业务布局,提升公司的海外产能,增强公司的海外交付能力,更好地服务客户。约14%,将用于提升公司的垂直整合智能智造能力,包括提高公司的垂直一体化能力,以及促进‘智能智造工厂’的发展。约10%,将用作营运资金及其他一般企业用途。",462.76,16.68,27.345196475275,首发信息一览,462.76,20.0,工业,信息技术,229080,蓝思科技,10.0,1499337324.0,"UBS Asset Management (Singapore) Ltd.；LMR Multi-Strategy Master Fund Limited；Oaktree Capital Management,L.P.；QRT Master Fund SPC；Poly Platinum Enterprise Limited",50.0,2026-01-09,2025-07-04,220789830000,487.179,超购于419.9819倍,1.0,富途证券国际(香港)有限公司,1.0,农银国际融资有限公司,已上市/半新股,67.5,B 重点观察,保持交易观察；关注定价、配发结果、暗盘与首日承接，不建议无条件追高。,基石阵容较多
1304.HK,FORTIOR,2025-07-09,2025-07-24,2025-06-30,2025-07-04,2025-07-07,2025-07-08,主板,"发售以供认购,发售以供配售",是,,120.5,120.5,100,12171.53,16299500,1630000,14669500,2597497800.0,2462620000.0,HKD,"所得款项净额约34%预计将用于增强公司的研发和创新能力;所得款项净额约10%预计将用于进一步丰富公司的产品组合及扩展下游应用;所得款项净额约16%预计将用于扩展公司的海外销售网络及于海外市场推广公司的产品;所得款项净额约30%预计将用于战略性投资及╱或收购,以实现公司的长期增长策略;及所得款项净额约10%预计将用于营运资金及一般企业用途。",138.26,8.61,33.84533569191101,首发信息一览,138.26,20.0,资讯科技业,信息技术,66796,FORTIOR,10.0,879131850.0,泰康人寿保险有限责任公司；保银资产管理有限公司；3W Fund Management Limited；Wind Sabre Opportunities Fund SP；华夏基金(香港)有限公司,60.0,2026-01-09,2025-07-04,21541080000,126.0586,超购于108.6712倍,,,,,已上市/半新股,59.6,C 等待触发,等待补充字段或价格触发；更适合二级深V/回踩确认后再行动。,基石阵容较多
1828.HK,富卫集团,2025-07-07,2025-08-01,2025-06-26,2025-07-02,2025-06-26,2025-07-04,主板,"发售以供认购,发售以供配售",是,38.0,38.0,38.0,100,3838.32,91342100,9134300,82207800,3661053000.0,3125700000.0,HKD,"提高保险集团监管制度下的资本水平,并为营运实体提供增长资金,用于加强公司的股本、偿付能力及核心流动资金,以及建立超出适用法定要求的资本缓冲。",37.13,2.32,53.263271523248,首发信息一览,37.13,20.0,金融业,金融,61689,富卫集团,2.0,1949996600.0,"MC Management 10 RSC Ltd；T&D United Capital Co., Ltd.",50.0,2026-01-07,2025-07-02,8413460000,28.3516,超购于23.2390倍,,,,,已上市/半新股,48.0,D 回避/仅跟踪,暂不主动参与；仅在明显低估或上市后资金重新进场时复盘。,等待更多结构数据
2648.HK,安井食品,2025-07-04,2025-07-30,2025-06-25,2025-06-30,2025-07-01,2025-07-03,主板,"发售以供认购,发售以供配售",是,,66.0,60.0,100,6666.56,39994700,3999500,35995200,2399682000.0,2302000000.0,HKD,"约35.0%用于扩大销售及经销网络。约35.0%用于提升采购能力,优化供应链并搭建供应链系统。约15.0%用于业务营运数字化。约5.0%用于产品开发及技术创新。约10.0%将拨作营运资金及一般公司用途。",44.2,5.85,29.438400588078,首发信息一览,44.2,70.0,必需性消费,日常消费品,32830,安井食品,6.0,706428000.0,景林资产管理香港有限公司；上海景林及华泰资本投资；HT Investment Limited；Qube Research & Technologies Hong Kong Limited及QRT HK的若干联属公司；NonaVerse (Hong Kong) Limited,50.0,2026-01-04,2025-06-30,9121190000,41.6073,超购于33.5542倍,,,,,已上市/半新股,52.7,C 等待触发,等待补充字段或价格触发；更适合二级深V/回踩确认后再行动。,基石阵容较多
2592.HK,拨康视云-B,2025-07-03,2025-07-02,2025-06-24,2025-06-27,2025-06-24,2025-07-02,主板,"发售以供认购,发售以供配售",是,10.1,10.1,10.1,500,5100.94,60582000,6058500,54523500,611880000.0,522210000.0,HKD,"约62.4%将用于拨付公司的核心产品CBT-001的持续临床研发活动(包括研发人员及研发活动的成本及开支),以及注册备案及获批后研究所需资金。约27.6%将用于拨付持续临床研发活动。约5.5%将用于拨付生产设施及商业化活动所需资金。约4.5%将用作营运资金及其他一般企业用途。",78.78,0.89,29.24952605086,首发信息一览,78.78,5.0,医疗保健业,医疗保健,29007,拨康视云-B,2.0,178972000.0,富策控股有限公司；The Reynold Lemkins Group (Asia) Limited,50.0,2026-01-03,2025-06-27,3627750000,75.7715,超购于58.2858倍,,,,,已上市/半新股,46.1,D 回避/仅跟踪,暂不主动参与；仅在明显低估或上市后资金重新进场时复盘。,一手中签率低
9678.HK,云知声,2025-06-30,2025-07-25,2025-06-20,2025-06-25,2025-06-26,2025-06-27,主板,"发售以供认购,发售以供配售",是,165.0,205.0,205.0,20,4141.35,1560980,156100,1404880,367999600.0,252000000.0,HKD,约45.6%将于未来五年被用于提高公司的研发能力;约47.0%将于未来五年被分配用于投资新兴的商业机会;约7.4%将被分配于营运资金和一般企业用途。,91.66,1.7,25.903744732331,首发信息一览,91.66,10.01,资讯科技业,信息技术,25483,云知声,3.0,95325677.0,SensePower Management Limited；臻一资产管理有限公司；润建国际(香港)有限公司,50.0,2026-06-30,2025-06-25,1816060000,72.4762,超购于55.7509倍,,,1.0,农银国际融资有限公司,已上市/半新股,48.5,D 回避/仅跟踪,暂不主动参与；仅在明显低估或上市后资金重新进场时复盘。,等待更多结构数据
6603.HK,IFBH,2025-06-30,2025-07-25,2025-06-20,2025-06-25,2025-06-26,2025-06-27,主板,"发售以供认购,发售以供配售",是,25.3,27.8,27.8,200,5616.07,41666800,4166800,37500000,1158337040.0,1073930000.0,HKD,"约30%将用于加强公司的仓配能力。约22%将用于品牌建设。约13%将用于巩固公司在中国内地的市场地位及渗透程度,拓展澳洲、美洲及东南亚的业务。约5%将用于提升公司的开发能力。约20%将用于在亚洲、北美或澳洲组建策略联盟及进行收购,藉此扩展业务。约10%将用作营运资金及其他一般企业用途。",2682.35,22.93,26.759914368274,首发信息一览,2682.35,10.0,必需性消费,日常消费品,236078,IFBH,11.0,309970000.0,UBS Asset Management (Singapore) Ltd.；Enreal China Master Fund及Forreal China Value Fund；Black Dragon AP SPV1；HCEP Master Fund及HCEPLong Only Master Fund HSG；Jane Street Asia Trading Limited,55.0,2025-12-31,2025-06-25,259482810000,2910.7879,超购于2239.0676倍,,,,,已上市/半新股,88.0,A 高优先,一级重点研究；若估值与配售结构合理，可争取额度/锚定，并准备二级回踩买点。,公开超购极热；孖展拥挤；基石阵容较多
3880.HK,泰德医药,2025-06-30,2025-06-27,2025-06-20,2025-06-25,2025-06-26,2025-06-27,主板,"发售以供认购,发售以供配售",是,28.4,30.6,30.6,100,3090.85,16800000,1680000,15120000,514080000.0,428770000.0,HKD,约76.4%将用于在美国及中国建设设施以进一步扩大公司的服务能力及产能;所得款项净额的约4.1%将用于扩张中国的产能;所得款项净额的约9.5%将用于在更多地区建立销售及售后服务网点;所得款项净额的约10.0%将用于公司的营运资金及其他一般公司用途。,301.15,2.43,15.269024276377,首发信息一览,301.15,50.0,医疗保健业,医疗保健,70338,泰德医药,2.0,78495000.0,Welight Capital L.P.；佳曦控股有限公司,50.0,2025-12-31,2025-06-25,12594960000,317.2,超购于244.0000倍,,,,,已上市/半新股,53.4,C 等待触发,等待补充字段或价格触发；更适合二级深V/回踩确认后再行动。,等待更多结构数据
